순번/순위,구분,상품명,ItemId,ISBN13,부가기호,저자/아티스트,출판사/제작사,출간일,정가,판매가,마일리지,세일즈포인트,대표분류(대분류명),책소개,목차
42,유아,아작아작 손톱,372889606,9791194755906,77810,이현영 지음,올리,20251020,16800,15120,840점,2910,유아,"책소개
손톱을 아작아작 오독오독

손톱을 물어뜯는 행동은 많은 아이들에게 흔히 나타나는 습관입니다. 불안할 때 긴장을 푸는 방법이거나 지루함을 달래기 위한 행동일 때도 있고 집중력을 유지하기 위해 필요한 일종의 자극일 때도 있지요. 하지만 손톱을 물어뜯는 습관은 피부에 상처가 날 수도 있고 감염이나 통증을 유발하기 때문에 나쁜 버릇으로 남지 않게 해 주는 것이 중요합니다. 하지만 한번 버릇이 되면 고치기가 쉽지 않지요. 부모가 눈치를 주거나 혼을 낸다면 불안과 함께 죄책감까지 생기면서 멈추지도 못하고 마음만 불편해지기 쉽습니다. 중요한 건 아이 스스로 깨닫고 멈추려고 애써야 한다는 것입니다. 손톱을 물어뜯지 않는 아이도 그 행동이 좋지 않다는 걸 알고 있는 것도 중요하고요. 《아작아작 손톱》은 손톱을 물어뜯는 습관이 있는 아이, 호호의 이야기입니다. 호호가 손톱 물어뜯는 행동을 고쳐야겠다고 스스로 마음먹게 되는 과정을 보며 독자들도 고치고 싶은 자신의 습관에 대해 생각해 볼 수 있는 계기가 될 것입니다.
 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기",
43,유아,내 맘대로 편의점,371180568,9791158365578,77810,김영진 지음,책읽는곰,20250909,15000,13500,750점,7195,유아,"책소개
MD 한마디
깊은 관심과 공감으로 그려낸 아이들의 세상
뭐든 내 맘대로 되는 하루, 정말 즐겁기만 할까? 익숙한 일상에 상상을 더해 아이들의 감정을 섬세하게 포착해온 김영진 작가의 ‘편의점' 시리즈 신작. 타인과의 관계, 규칙, 책임이 아이들에게 처음 스며들기 시작하는 성장의 순간을 특유의 관찰력으로 담아냈다.
2025.09.05.
유아 PD 송고운
어린이의 일상에 빛을 비추는 작가 김영진 신작
“안 돼!”라는 말이 지겨울 땐 내 맘대로 편의점으로 오세요!

한솔이네 동네엔 아주아주 신기한 편의점이 있어요.
편의점에 가면 두근두근 설레는 마법도, 오싹오싹 짜릿한 마법도
마음이 몽글몽글해지는 마법도 모두 만날 수 있지요.
뭐든지 다 맘대로 하고 싶다고요? 그럼 내 맘대로 편의점으로 오세요.
그런데 뭐든지 다 내 맘대로 할 수 있으면 정말 좋을까요?
 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기",
44,유아,사랑해 사랑해 사랑해 (보드북),283505569,9788961708531,77840,"버나뎃 로제티 슈스탁 지음, 캐롤라인 제인 처치 그림, 신형건 옮김",보물창고,20211230,12800,11520,640점,12481,유아,"책소개
출간 15주년 기념 특별판, 『사랑해 사랑해 사랑해』 보드북 출간
처음 나온 지 어느덧 15년! 그동안 『사랑해 사랑해 사랑해』는 2000년대 이후 우리나라 독자들에게 가장 널리 사랑받는 그림책이 되었다. 아기가 있는 집이면, 몇 집 건너 한 집은 꼭 갖고 있다는 『사랑해 사랑해 사랑해』는 ‘국민 그림책’이라는 닉네임을 얻으며 우리 아이들의 성장과 늘 함께해왔다. 엄마의 무릎에 앉아 “사랑해, 사랑해, 우리 아가를 사랑해.”라는 낭랑한 목소리를 듣고 자란 아이들은 어느덧 성년을 앞두고 있다. 그리고 0세 아기부터 청소년에 이르기까지 『사랑해 사랑해 사랑해』와 함께한 모든 아이들은 엄마의 바람대로 ‘사랑이 가득한 존재’로 지금 이 순간에도 눈부시게 성장하고 있다.

출간 15주년에 즈음하여 『사랑해 사랑해 사랑해』 특별판이 보드북으로 출간되었다. 기왕의 『사랑해 사랑해 사랑해』 가 부모가 아이에게 읽어 주는 그림책이었다면, 이번에 출간된 보드북은 아이 스스로 장난감처럼 갖고 놀 수 있는 책이다. 또한, 이번 보드북 출간을 계기로 보물창고에선 「사랑해 보드북」 시리즈로 작가 캐롤라인 제인 처치의 신작 3권 『사랑해 크리스마스에도 사랑해』 『사랑해 온 마음으로 사랑해』 『사랑해 강아지야 사랑해』를 연달아 출간한다. “사랑해.”라는 말이 아무리 많이 들어도 결코 넘치지 않는 것처럼, 사랑의 마음을 끊임없이 전하는 이 귀엽고 예쁜 그림책들은 아이들에게 더없이 소중한 선물로 다가갈 것이다.
 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기",
45,유아,이파라파냐무냐무,268675723,9791160946673,77810,이지은 지음,사계절,20200610,16500,14850,820점,19722,유아,"책소개
MD 한마디
마시멜롱 마을로 놀러 오세요!
마시멜로가 사는 평화로운 마을에 어느 날 이상한 소리가 들려옵니다. 이파라파냐무냐무... ""니야무냐무 냠냠? 헉, 우리를 잡아먹겠다는 말이야?"" 과연 털숭숭이의 정체는 무엇이었을까요? 빠른 전개, 폭소 터지는 반전, 그리고 사랑스러운 캐릭터까지. 이지은 작가의 빛나는 매력을 만나보세요.
2020.06.09.
유아 PD 김현주
마시멜로가 사는 평화로운 마을. 풍요로운 먹거리와 폭신한 땅, 느긋해서 잠이 솔솔 올 것만 같은 마을의 동산 너머로 어느 날 천둥 같은 소리가 들려온다. 이파라파냐무냐무... 이파라파냐무냐무. 소리는 점점 가까이 들리고, 소리를 따라가 보니 산만 한 덩치에 시커먼 털북숭이가 도사리고 있다. 이쯤 되면 제아무리 느긋한 마시멜로들이라도 가만히 있을 수는 없는데, 대체 저 소리는 뭘까? 냐무냐무? 냠냠? 잡아먹겠다는 말인가?

 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기",
46,유아,커다란 크리스마스트리가 있었는데,49342151,9788955823073,77840,"로버트 배리 글.그림, 김영진 옮김",길벗어린이,20141201,14000,12600,700점,11297,유아,"책소개
커다란 나무 하나에서 시작된 크리스마스의 기적

윌로비 씨는 집 안을 채우고 넘치는 나무 꼭대기 부분을 조금 잘라 냈을 뿐이지만, 그렇게 잘려 나간 나무 꼭대기는 여러 집을 거치며 놀라운 기적을 이뤄 냈어요. 큰 저택에 사는 윌로비 씨도, 작은 오두막에 사는 정원사 팀 아저씨도, 나무 둥치 집에 사는 덩치 큰 곰도, 비좁은 구멍 집에 사는 작은 생쥐도, 누구 하나 빠짐없이 자기 집에 꼭 맞는 트리를 갖게 된 거예요. 버려진 나무가 새로운 주인을 만날 때마다 나무는 점점 작아지지만 그것이 전하는 기쁨과 행복감은 점점 커져 가지요.

이렇듯 윌로비 씨가 까맣게 모르는 사이에, 커다란 나무에서 잘려 나온 꼭대기는 이 집 저 집을 돌고 돌아 다시 제자리로 돌아옵니다. 나무 꼭대기가 마지막으로 도착한 곳이 바로 윌로비 씨네 집 한구석에 자리한 생쥐네 집이었으니까요. 이와 마찬가지로, 우리가 평소에 건네는 작은 말 한마디, 작은 행동 하나가 우리도 모르는 사이에 조금씩 퍼져 나가 세상 구석구석을 따뜻하고 행복하게 만들지도 모릅니다. 그 행복은 언젠가 꼭 우리에게 되돌아오겠지요. 이 책을 읽다 보면 이러한 ‘나눔의 기쁨’이 마음속에 저절로 스며들 것입니다.

이 책의 마지막 장면에서 윌로비 씨는 어딘지 모르게 산타 할아버지를 닮아 있어요. 윌로비 씨는 정말 그동안 무슨 일이 일어났는지 모르는 걸까요? 윌로비 씨가 진짜 산타 할아버지는 아닐지라도, 책 속 인물들뿐만 아니라 이 책을 읽는 이들에게까지 ‘커다란 크리스마스트리보다 더 큰 크리스마스 선물’을 가져다준 것만은 틀림없습니다.

 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기",
47,유아,공룡 도시,373992215,9791190007733,77810,이은지 지음,후즈갓마이테일,20251013,18000,16200,900점,2395,유아,"책소개
평화롭던 런던에서
사람들이 갑자기 공룡으로 변해버렸다!?
온 도시가 우당탕탕 난리법석 대소동!

비가 내리던 어느 날, 런던 자연사 박물관은 마법에 걸립니다. 안에 있던 사람들은 하나둘 공룡으로 변해버리고, 티라노사우루스가 된 루나와 각기 다른 공룡이 된 사람들은 마법의 원인을 찾아 트라팔가 광장, 빅벤, 웨스트민스터 다리 등 런던의 명소를 누비며 좌충우돌 소동을 벌이는데… 과연 이들은 마법을 풀고 다시 사람으로 돌아갈 수 있을까요?

이은지 작가가 런던 거리를 거닐다 ""여기에 공룡이 나타난다면?"" 하고 떠올린 상상에서 시작된 『공룡 도시』는 형광 핑크와 보랏빛이 어우러진 환상적인 색감으로 마법에 걸린 런던의 신비로운 모습을 그려냅니다. 각 페이지마다 '숨은 그림 찾기' 미션으로 읽는 재미를 더했으며, 최신 고생물학 자료를 참고해 공룡의 크기와 형태를 생동감 있게 표현했습니다.

“나는 어떤 공룡으로 변할까?” 상상하며 공룡이 가득한 런던으로 떠나보세요!
 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기",
48,유아,눈사람 만들기 공식,374393910,9791169813945,77810,정승 지음,사계절,20251028,15000,13500,750점,2725,유아,"책소개
올겨울 멋진 눈사람을 만들려면?
가을과 겨울의 틈 + 뜻밖의 눈길 한 스푼
세상에서 가장 사랑스러운 눈사람 완성!

새하얀 눈밭에서 모자를 쓴 어린이가 눈을 굴립니다. “눈사람을 만들려면” 하고 꺼낸 이야기는 어린이의 해맑은 사고방식대로 산뜻하게 흘러갑니다. 눈사람을 만들 수 있는 조건으로 먼저 눈이 와 줘야 하고, 눈이 내리려면 겨울이 와 줘야 하고, 겨울이 되려면 또 어떤 것들이 와 줘야 할지, 끝말잇기처럼 척척 이어집니다. 어린이가 겨울을 가장 멋지게 장식할 눈사람을 맘속으로 준비하는 동안, 겨울을 든든하게 준비하는 자연의 모습들이 그려집니다. 『눈사람 만들기 공식』은 하얀 겨울을 기다리는 어린이의　바람과 그 겨울을 맞이할 작은 동물들을 살피는 애정으로 완성됩니다. 계절의 흐름을 자상하게 발견하고 귀여운 실천을 보태는, 눈처럼 순수한 동심이 담긴 그림책입니다.
 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기",
49,유아,사과가 쿵! (보드북),671113,9788943306090,77830,"다다 히로시 지음, 정근 옮김",보림,20060715,11000,9900,550점,45978,유아,"책소개
숲속 동물들이 펼치는 즐겁고 신나는 사과 잔치. 커다란 사과가 쿵! 하고 떨어집니다. 두더지, 개미, 다람쥐, 너구리 등의 동물들이 하나 둘 찾아와 사이좋게 사과를 나눠 먹어요. 단순한 내용과 경쾌한 진행, 반복적인 구성으로 어린이의 마음을 사로잡습니다.
 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기",
50,유아,마음 빵 상점,378387048,9788901298771,74810,토마쓰리 지음,웅진주니어,20251121,17000,15300,850점,4440,유아,"책소개
킁킁 고소한 냄새!
비늘 언덕 마을에 빵 축제가 열렸어요.
마을 골목을 가득 메운 빵 가게들 속에 아주 작은 가판대가 보여요.
바로, 포카치가 운영하는 바다 소금 빵 가게!
손님들로 시끌벅적한 다른 빵 가게들과 달리, 수줍게 차려 놓은 포카치의 빵집은 조용하기만 해요.
그때, 포카치 앞에 공룡 마법사 ‘바게티’가 나타나는데……
 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기",
51,유아,크리스마스에는 코끼리 버스,375377499,9791158365622,77830,"모토야스 게이지 지음, 윤수정 옮김",책읽는곰,20251107,15000,13500,750점,2740,유아,"책소개
봄·여름·가을·겨울
사계절 내내 즐기는 크리스마스 그림책!

크리스마스가 궁금한 어린이,
산타를 만나고 싶은 어린이,
멋진 선물을 꿈꾸는 어린이,

모든 날이 크리스마스였으면 하는 어린이,
지금 바로 코끼리 버스로 올라타 주세요!
쿵쾅쿵쾅, 뿌우!

〈여행은〉 시리즈의 모토야스 게이지 작가!
하늘 여행, 숲속 여행, 물길 여행에 이어
이번엔 크리스마스 이야기로 찾아왔다!

산타 할아버지가 새로 만든 장난감, 코끼리 버스를 타고 길을 나선다. 첫 번째로 찾아간 곳은 숲에 사는 곰네 집. 코끼리 버스는 문이 따로 없어서 창문으로 타야 한다. 하지만 곰은 ‘창문으로 타는 버스는 처음’이라며 들뜬 모습이다. 곰을 태운 버스는 숲 여기저기를 돌아다니며 다람쥐, 거북이, 박쥐, 사슴벌레를 차례로 태운다. 동물들을 모두 태운 코끼리 버스가 마지막으로 향한 곳은 산타 할아버지의 비밀 기지! 산타 할아버지는 왜 동물들을 이곳으로 데리고 온 걸까? 이제부터 무슨 일이 벌어질까? 하와이안 셔츠를 입은 산타 할아버지와 함께하는 아주아주 특별한 크리스마스!
 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기",
52,유아,구름빵,234030945,9791170283836,77810,백희나 글.사진,한솔수북,20041120,13000,11700,650점,57587,유아,"책소개
구름을 반죽해서 빵으로 만든다구?
기발한 상상력에 따뜻한 가족의 사랑을 버무린 구름빵 이야기!

비 오는 날 아침, 작은 구름 하나가 나뭇가지에 걸렸어요. 아이들은 구름을 따서 조심조심 엄마한테 갖다 주지요. 엄마는 솜털처럼 보드라운 구름을 반죽해서 빵을 구웠어요. 잘 구워진 구름빵을 먹은 엄마와 아이들은 구름처럼 두둥실 떠올랐지요. 아이들은 아침도 못 먹고 헐레벌떡 나가신 아빠한테 빵을 갖다 주기로 합니다.

기발한 상상력에 버무려진 따뜻한 가족 사랑 이야기가 독특한 그림 세계를 만났습니다. 정성 들여 만든 반입체 일러스트레이션과 부드러운 빛그림이 그림책에 매력을 더하지요. 백희나 작가에게 2005 볼로냐 국제어린이도서전 '올해의 일러스트레이터' 상을 안겨 준 구름빵은 시간이 지날수록 인지도가 올라가며 오래도록 사랑 받는 작품으로 진화하고 있습니다. 일본, 대만, 프랑스, 중국, 독일, 노르웨이 등에서도 출간되어 세계의 아이들이 함께 읽고 있답니다. 구름빵 애니메이션 시리즈로 만들어져 KBS 1TV 등에서 방영되었으며, 유럽 여러 나라에서도 방영될 예정입니다.
 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기",
53,유아,계수나무 과자점,372258414,9791194770268,77810,김지안 지음,위즈덤하우스,20250919,17800,16020,890점,5335,유아,"책소개
MD 한마디
가을바람에 달콤한 향이 스며들 때
가을이면 계수나무에서 캐러멜 향이 난다고 한다. 『계수나무 과자점』은 그 향기에서 피어난 상상을 담은 그림책이다. 나무 속 비밀의 과자점이라니, 이 얼마나 몽글몽글한 이야기인가. 깃털베개 휘낭시에, 소록소록 몽블랑 같은 귀여운 과자를 잔뜩 먹은 동물들과 함께 단잠 같은 이야기 속으로 빠져보자.
2025.09.26.
유아 PD 송고운
가을바람에서 달콤한 향기가 나면 계수나무 과자점이 문을 연 거야

가을 숲으로 캠핑을 간 아이와 강아지 봉봉은 솜사탕 같기도 하고 캐러멜 같기도 한 달콤한 냄새에 이끌려 계수나무 과자점에 도착합니다. 다람쥐랑 뱀이랑 고슴도치랑 곰은 일찌감치 도착해 문이 열리기를 기다리고 있었지요. 단풍이 깊이 드는 계절에만 문을 여는 이곳에는 ‘은하수 크림 도넛’, ‘하품 치즈 케이크’, ‘단잠 사탕’처럼 특별한 레시피로 만든 과자들이 가득합니다. 긴긴 겨울밤을 앞둔 손님들을 위해 계수나무 파티시에가 정성껏 구워 냈지요. 마음껏 먹어도 되지만, 과잣값은 꼭 내야 합니다. 과연 빈손으로 온 아이는 무사히 과잣값을 치르고 돌아갈 수 있을까요?
 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기",
54,유아,친구 사이에도 예의가 필요해,361576573,9791164069057,74190,"지니 킴.한진아 지음, 박혜림 그림",길벗스쿨,20250515,17000,15300,850점,6030,유아,"책소개
매너가 사람을 만든다? 매너가 친구도 만들어 줘요!
가정 교육 잘 받은 티가 나는 아이의 비밀은 매너와 에티켓!

아이들도 자기 나이에 맞는 매너와 에티켓을 배우고 몸에 익힐 필요가 있어요. 매너는 예의 바른 태도를 가리키고, 에티켓은 사람 사이에 지켜야 할 규칙을 뜻합니다. 매너와 에티켓은 단순한 겉치레가 아니에요. 존중과 배려를 말과 행동으로 표현하는 거지요. 매너 있는 아이는 어딜 가나 환영받고 대인 관계가 원만하며 학교생활에도 잘 적응합니다. 하버드 교육 전문가 지니 킴 박사와 어린이책 전문 작가가 매너 있고 에티켓 잘 따르는 아이가 되는 방법을 구체적으로 하나하나 알려 줍니다.

《친구 사이에도 예의가 필요해》는 ‘하이파이브 사회정서 학습 동화’ 여섯 번째 그림책입니다.
 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기",
55,유아,눈아이,283286886,9788936455736,77810,안녕달 지음,창비,20211130,16800,15120,840점,13580,유아,"책소개
MD 한마디
안녕달 작가의 마법같은 겨울 이야기
한겨울을 포근하게 감싸는 마법 같은 상상! 안녕달이 그린 마법 같은 겨울 이야기. 『수박 수영장』 『당근 유치원』 작가 안녕달이 건네는 다정한 겨울 이야기. 따뜻하고 포근한 상상력으로 겨울의 정취와 빛나는 유년의 한때를 뭉클하게 그려냈다. 한겨울의 서정 속에 빛나는 따스한 우정 이야기가 깊은 여운을 남긴다.
2021.11.30.
유아 PD 김현주
한겨울을 포근하게 감싸는 마법 같은 상상
『수박 수영장』 『당근 유치원』 작가 안녕달의 겨울 이야기

모든 그림책 독자를 설레게 하는 안녕달 작가의 신작 『눈아이』가 출간되었다. 작가 특유의 따뜻하고 포근한 상상력으로 겨울의 정취와 빛나는 유년의 한때를 뭉클하게 그린 작품이다. 이야기는 한 아이가 눈 덮인 들판에 홀로 있던 눈덩이를 찾아오면서 시작된다. 아이가 눈덩이에게 팔다리와 눈, 입, 귀를 만들어 주고 다정한 인사를 건네자 눈덩이는 ‘눈아이’가 된다. 눈덩이를 들판에 홀로 외롭게 두지 않으려는 마음에서 비롯된 상상은 아이와 눈아이가 함께하는 순간들을 비추며 우정이 아이의 마음을 키우는 모습을 눈부시게 그린다. 색연필로 곱게 그린 한겨울의 서정이 여운을 남긴다.

 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기",
56,유아,몽글몽글 숲속 요리사,374595812,9788901298122,74810,"이정현 지음, 소금이 그림",웅진주니어,20251020,15000,13500,750점,2170,유아,"책소개
울창한 녹나무 숲 한가운데, 커다랗게 자리 잡은 녹나무 집에는 서아와 토리가 살고 있어요. 숲에서 나는 신선한 재료로 요리하는 걸 좋아하는 서아네 집은 언제나 맛있는 냄새로 가득하지요. 그런데 어느 날, 집 앞에 예상치 못한 손님이 찾아오는데…… 따뜻한 마음으로 요리하는 숲속 요리사, 서아의 온기 가득한 하루를 지금 만나 보세요.
 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기",
57,유아,튤립 사운드북 크리스마스 캐럴,328546908,9788930265300,74370,"책마중 글, 민유경 그림",스마트베어,20251015,18500,16650,920점,2740,유아,"책소개
신나는 캐럴과 함께 행복한 크리스마스를 보내세요!

300만 육아맘의 선택, 튤립 사운드북 시리즈 『크리스마스 캐럴』이 출시되었습니다. 버튼 한 번만 누르면 캐럴이 연속적으로 반복 재생되는 오토리버스 기능이 있어 버튼을 다시 눌러야 하는 번거로움이 없고 끊김 없이 계속해서 캐럴을 들려줍니다. 외형적으로는 튤립을 닮은 귀여운 고양이 얼굴에 무지개색 RGB LED를 탑재해 더욱 알록달록한 불빛이 반짝입니다.

『크리스마스 캐럴』의 그림책을 펼치면 루돌프 코처럼 빨간색인 것 찾기, 다양한 모양의 크리스마스 카드, 추운 겨울의 옷차림 등 기초 인지 발달을 도울 수 있는 내용이 풍부하게 수록되어 있습니다. 신나는 캐럴을 들으며 자연스럽게 인지 발달을 도와 배경 지식을 쌓게 됩니다.

『크리스마스 캐럴』에는 엄마, 아빠도 반갑게 들을 수 있는 추억의 노래 '러브송'을 깜짝 수록하여 부모님도 아이와 함께 특별한 크리스마스를 즐길 수 있습니다. 새로워진 튤립 사운드북 『크리스마스 캐럴』과 함께 다가오는 크리스마스와 연말연시를 행복하게 보내세요!",
58,유아,우리 아기 오감발달 동물 오케스트라의 모차르트 사운드북,288773331,8809264181935,1,"샘 태플린 지음, 애그 자트코우스카 그림, 송지혜 옮김",어스본코리아,20220211,19800,15840,590점,22649,유아,"책소개
아기의 두뇌를 발달시키고, 감수성을 키워 주는 생생한 모차르트 클래식 사운드
동물 오케스트라를 따라 숲속의 평화로운 풍경을 보며 아름답고 서정적인 멜로디를 감상해 보세요!

호른 협주곡 제4번│교향곡 제25번│피아노 협주곡 제21번
오페라 [피가로의 결혼] │교향곡 제41번

동물 오케스트라가 모차르트의 클래식 다섯 곡을 연주하며 모차르트의 생애와 각 음악의 특징을 소개해요. 볼프강 아마데우스 모차르트는 세상에서 가장 유명한 작곡가 중 한 사람이에요. 먼저, 사람들에게 많은 사랑을 받는 [호른 협주곡 제4번]을 들어 보세요. 가을 하늘같이 아름다운 선율을 느낄 수 있어요. 모차르트가 열일곱 살 때 작곡한 [교향곡 제25번]도 들으면 눈보라가 내리치는 듯한 모차르트의 열정과 고민이 느껴질 거예요. 현악기를 손가락을 튕겨 연주하는 [피아노 협주곡 제21번]에 귀를 기울이면 따스한 봄바람 같은 피아노 선율을 느낄 수 있답니다. 마지막으로 웅장하고 화려한 [교향곡 제41번]을 들으며 풍부한 선율을 감상해 보세요. 클래식 음악이 아기의 두뇌를 발달시키고, 감수성을 키워 줄 거예요.
 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기",
59,유아,100층짜리 집,4116307,9788989863786,73830,"이와이 도시오 지음, 김숙 옮김",북뱅크,20090625,9500,8550,470점,38922,유아,"책소개
각기 다른 동물들이 살고 있는 10층, 20층, 30층… 이렇게 10층씩을 오르는 사이 저절로 1에서 100까지 쉽게 익힐 수 있는 그림책. 등장하는 10종류의 동물-생쥐, 다람쥐, 개구리, 무당벌레, 뱀, 꿀벌, 딱따구리. 박쥐, 달팽이, 거미-의 특징을 기발한 상상력으로 오밀조밀하게 그려놓아 읽는 재미를 한층 더 느끼게 해 줍니다. 또 그림을 통해 각 동물들의 생태까지 상세하게 알 수 있어 이 한 권으로 일석삼조의 효과를 기대할 수 있습니다.

딸이 초등학교 1학년이 되어 수학을 배우기 시작했는데, 숫자에 대한 감각을 쉽게 익히지 못하여 그걸 책의 구조를 빌려 이해하기 쉬운 그림책으로 만들면 어떨까 하는 생각에서 출발한 그림책 입니다. 수에 대한 개념을 재미있는 그림책을 통해 자연스럽게 습득할 수 있습니다. 유아들이 높이높이 100층까지 올라가는 기분을 최대한 즐길 수 있게 하기 위하여 책을 위로 진행하면서 읽도록 한 구성이 신선합니다.
 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기",
60,유아,나도 용이 되고 싶어!,374453088,9791198860590,77810,함혜연 지음,나무의말,20251111,16800,15120,840점,5210,유아,"책소개
“두려움을 없애려 애쓰지 않아도 된다.
사랑이 커질 때 두려움은 작아진다”
신인 작가 함혜연의 첫 그림책 《나도 용이 되고 싶어!》 출간

“조금 늦어도 괜찮아.”
아직 이무기로 살아가는 우리에게 전하는 다정한 위로

모두 용이 되고 싶어 하지만, 누구나 한때는 이무기인 시절이 있습니다. 나무의말 신작 그림책 《나도 용이 되고 싶어!》는 그 시절을 다정하게 끌어안는 이야기입니다. 아직 용이 되지 못한 이무기가 100년 동안 여의주를 닦으면 용이 되어 하늘로 날아갈 수 있다는 전설이 있지요. 이 그림책은 물이 무서워 한 번도 물 속에 들어가지 못한 이무기 ‘이심이’가 작고 약한 존재를 향한 사랑을 통해 두려움을 극복하고 마침내 하늘로 날아오르는 과정을 그렸습니다. 함혜연 작가는 “모두가 앞서가도 괜찮다. 각자의 속도로 여의주를 닦는 중일 뿐”이라는 메시지를 전합니다. 조금 늦어도 괜찮다는, 자신만의 속도로 성장하는 존재에게 건네는 다정한 위로가 담긴 그림책입니다.
 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기",
61,유아,해피버쓰데이,353238330,9791198807281,77810,백희나 지음,Storybowl(스토리보울),20241201,17000,15300,850점,32661,유아,"책소개
MD 한마디
평범한 날들의 마법, 백희나표 공감과 위로
K-그림책 대표 작가 백희나의 감성이 가득 담긴 신작. 『어제저녁』의 501호 얼룩말 소녀 제브리나를 주인공으로 생일 선물로 받은 마법의 옷장을 통해 자신을 돌보며 활기를 되찾는 특별한 이야기를 담고있다. 마법 같은 이야기를 통해 어린이와 어른 모두에게 위로와 용기를 전한다.
2024.12.03.
유아 PD 백정민
매일, 마법의 옷장으로 시작되는 특별한 하루
나에게 날마다 새 옷을 선물하는
마법의 옷장이 있다면 어떨까요?
“날마다 옷장 속에는 새 옷이 한 벌씩 걸려 있었습니다.
그 옷을 입고 하루를 시작하면
어쩐지 그 옷에 딱 맞는 하루를 보내게 되었습니다.”

스스로 돌보는 힘, 그 평범한 마법을 깨닫는 제브리나의 특별한 이야기
어두운 터널을 지나는 당신에게 전하는 작은 안부와 깊은 위로
스토리보울에서 펴내는 백희나 그림책 2024 겨울 신작 『해피버쓰데이』

백희나 작가의 감성으로 빛나는 2024 겨울 신작!

2024년 12월 1일, 독창적인 상상력과 따뜻한 감성을 담은 백희나 작가의 신작 『해피버쓰데이』가 출간됐다. 『알사탕 제조법』에 이어 스토리보울에서 선보이는 백희나 작가의 두 번째 신작 그림책이다. 이 책은 생일 선물로 받은 하루에 한 벌씩 새로운 옷이 걸려 있는 마법의 옷장을 통해 다시 활기를 되찾아가는 얼룩말 소녀 ‘제브리나’의 이야기를 담고 있다. 『해피버쓰데이』는 어린이 어른 독자 할 것 없이, 옷과 패션을 사랑하거나 어릴 적 인형 놀이를 즐기던 이들에게 더없이 사랑스러운 책이다. 또한, 누구나 한 번쯤 어두운 시절 속에서 위로와 활기를 찾고 싶은 이들에게 깊은 위안을 선사한다. 『해피버쓰데이』가 당신의 마음속 마법의 옷장을 활짝 열어주길! 스스로 돌보는 힘, 그 평범함 속의 마법을 발견하게 되길!



 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기",
62,유아,옛날 옛적 시간을 굽는 빵집,376157017,9791193074930,77810,"김주현 지음, 도아마 그림",노란상상,20251110,16000,14400,800점,1610,유아,"책소개
모락모락 피어나는 이야기와
그 고소한 추억의 냄새를 따라…

‘옛날 옛적 시간을 굽는 빵집’에서
노릇노릇하게 구워지는 소중한 시간을 맛보아요.

초등 베스트셀러 《시간을 굽는 빵집》이 빵집의 비밀을 품은 그림책으로 새롭게 출간되었어요. 오래오래 간직하고 싶은 시간을 반죽해 나만의 빵으로 구워 먹는 ‘시간을 굽는 빵집’. 그 비밀을 알고 싶다면, 옛날 옛적에 고양이가 처음 빵을 굽던 시절로 거슬러 올라가야 한대요. 따스한 햇볕 아래서 그저 식빵이나 굽고 싶었다는 고양이는 어쩌다 빵집 주인이 되었을까요? 그리고 이 빵집에선 언제부터 ‘시간’을 굽기 시작했을까요? 그림책 《옛날 옛적 시간을 굽는 빵집》을 읽으며 모락모락 피어나는 옛날 옛적 이야기와 그 고소한 추억의 냄새를 따라가 보세요. 잊고 있던 시간의 가치를 되새길 수 있을 거예요.
 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기",
