순번/순위,구분,상품명,ItemId,ISBN13,부가기호,저자/아티스트,출판사/제작사,출간일,정가,판매가,마일리지,세일즈포인트,대표분류(대분류명),책소개,목차
91,장르소설,어서 오세요 실력지상주의 교실에 2학년 편 공식 가이드북 Second List,374961407,9791138488143,4830,"키누가사 쇼고 지음, 토모세 슌사쿠 그림, 조민정 옮김",㈜소미미디어,20251030,11000,9900,550점,3415,소설/시/희곡,"책소개
2학년 편 TV 애니메이션 제작 결정!
『어서 오세요 실력지상주의 교실에』의 새로운 공식 가이드북이 등장!

『어서 오세요 실력지상주의 교실에 2학년 편』(1권~12.5권)의 내용을 철저 해설!
성장한 2학년 각 반의 리더와 학생들, 나아가 아야노코지를 노리는 새 1학년들, 보통내기가 아닌 3학년 선배들 그리고 교사들과 학교 밖의 캐릭터들까지, 총 200명이 넘는 등장인물을 전부 소개!
아야노코지와 친구들이 걸어온 길을 되돌아보는 스토리 소개는 물론, 반 포인트를 둘러싸고 격한 대결이 펼쳐진 특별시험을 규칙부터 결과까지 총망라!
이번에도 각 반의 반 포인트 추이와 연간 행사를 정리한 컬러 페이지 게재!
나아가 과거 이벤트용 쇼트 스토리 『모의 데이트』, 『그 무렵부터──』 수록!
실지주 2학년 편의 예습과 복습에 가장 도움 되는 한 권! 팬이라면 필독해야 할 가이드북!","목차
도쿄도 고도 육성 고등학교 2학년 연간 행사
도쿄도 고도 육성 고등학교 인물 소개 2학년 편
도쿄도 고도 육성 고등학교 활동 보고 2학년 편
권말 특전"
92,장르소설,바벨 2,369308831,9788970121802,4840,"R. F. 쿠앙 지음, 이재경 옮김",문학사상,20250818,18000,16200,900점,5470,소설/시/희곡,"책소개
“그녀는 깨쳤다. 혁명은 사실상 언제나 상상 불가라는 것을.
혁명은 알던 세상을 부순다. 미래는 아직 쓰이지 않았기에 가능성으로 넘쳐난다.”

19세기 초반 옥스퍼드대학교를 무대로 제국주의와 자본주의의 확장,
그리고 학계의 공모를 다룬 스팀 펑크 & 다크 아카데미아 걸작

20대 중반의 나이에 네뷸러상, 로커스상을 석권한
『옐로페이스』 작가 R. F. 쿠앙의 대표작

★★★네뷸러상, 로커스상, 영국도서상, 알렉스상 수상★★★
★★★판타지 거장 조지 R. R. 마틴이 직접 선정한 알피상 수상★★★
★★★뉴욕타임스, 선데이타임스 베스트셀러 1위★★★
★★★[트와일라잇] 제작사 템플 힐에서 영화 판권 획득★★★

스물여섯 살의 나이에 세계 3대 SF 문학상 중 네뷸러상과 로커스상을 석권한 R. F. 쿠앙의 대표작. 가장 유력한 수상 후보 중 하나였으나 석연치 않은 정치적 이유(검열 스캔들)로 후보 명단에서 제외됐던 휴고상까지 거머쥐었다면 『바벨』 한 작품으로 세계 3대 SF 문학상 석권이라는 진기록을 세웠을 것이다. 2023년 휴고상 행사는 중국 청두에서 개최되었는데, 당시 유출된 조직위원회 측의 내부 이메일에 따르면 중국의 심기를 거스를 수 있는 소재, 서술이 포함되었다는 이유로 『바벨』을 후보 명단에서 제외했다고 한다. 『바벨』이 오히려 자국의 이익을 위해 전쟁마저 획책하는 서구 열강들의 제국주의적 침탈을 강하게 비판하고 있다는 점에서 이는 수많은 SF/판타지 애호가들의 공분을 불러일으켰으며, 「왕좌의 게임」 원작자로 유명한 판타지 거장 조지 R. R. 마틴이 이에 반발해 자신이 제정한 알피상을 『바벨』에 수여하면서 더욱 화제가 되었다.

『바벨』은 19세기 초반 은(銀)산업혁명의 성공으로 세계 최강대국이 된 영국의 옥스퍼드대학교를 무대로 제국주의와 자본주의의 확장, 그리고 학계의 공모를 다룬 스팀 펑크, 즉 대체역사소설이다. 영국의 세계 경제 패권이 마법의 ‘은막대’로 이루어진다는 판타지적 설정을 추가했을 뿐, 실제 역사와 거의 차이가 없을 만큼 당시의 시대 상황을 놀랍도록 정교하고 생생하게 재현해냈다.

은막대의 마법은 그 자체가 아니라 은막대에 새겨진 단어의 번역 대응 쌍(매치페어)에서 나온다. 말이 한 언어에서 다른 언어로 옮겨질 때 유실되는 것의 차이에서 힘이 나오고, 은이 그 유실된 것을 포착해서 힘을 발현시키는 것이다. 매치페어가 새겨진 은막대는 증기기관을 이용하는 기차, 선박, 방직기 등의 기능을 획기적으로 향상시키고 총포탄의 힘과 정확도를 높이며 부상을 치료하거나 심지어 사람을 안 보이게 하는 등의 현실 왜곡까지 수행할 수 있다. 이러한 작업, 즉 실버워크(silver-work)를 전담하는 기관이 바로 옥스퍼드대학교 왕립번역원(바벨)이다.
 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기","목차
3부 (16~18장)
4부 (19~25장)
5부 (26장~에필로그)
감사의 말"
93,장르소설,오닉스 스톰 1,364852073,9791173476136,4840,"레베카 야로스 지음, 이수현 옮김",북폴리오,20250526,19000,17100,950점,15793,소설/시/희곡,"책소개
사랑은 더 치명적이고, 전쟁은 더 가까워졌다!
다시, 당신의 심장을 뒤흔들 《포스 윙》의 세 번째 이야기

2023년 출간 첫해에만 670만 부 이상 판매되며 전 세계를 ‘은빛 팬덤’으로 물들인 《포스 윙》을 시작으로, 판타지 소설계의 새 왕좌로 자리매김한 ‘엠피리언(Empyrean) 시리즈’의 세 번째 이야기 《오닉스 스톰》이 북폴리오에서 출간되었다. 예약 판매 오픈과 동시에 시리즈 전체가 아마존 1위부터 3위까지 모두 차지하는 쾌거와 함께 미국에서 단기간에 가장 많이 팔린 책으로 신기록을 세우며, ‘로맨스판타지(로맨타지)’라는 장르문학의 한계를 뛰어넘어 변치 않는 인기와 독자들의 열렬한 지지를 증명해 또 한 번 세계를 놀라게 했다.

죽거나 졸업하는 두 가지 엔딩뿐인 무자비한 바스지아스 군사학교에 타의로 오게 된 작고 약한 ‘은빛 머리칼’의 바이올렛이 ‘드래곤 라이더’로 살아남기 위한 생존 투쟁을 그린 《포스 윙》은 “이제껏 본 적 없는 압도적인 로맨스판타지”라는 호평을 받으며 ‘2023년 아마존 올해의 책’에 선정에 이어 43개국에서 번역 출판되었다. 2부 《아이언 플레임》은 대륙을 위협하는 어둠의 세력의 첫 등장과 예측 불가한 로맨스, 충격적인 반전 결말로 SNS를 중심으로 한 독서 추천 열풍, 일명 ‘북톡(BookTok)’의 주역이 되었다.

3부 《오닉스 스톰》은 이 시리즈의 묘미인 영화적인 스토리텔링과 로맨스 서사가 절정에 이르러 그동안 곳곳에 숨어 있던 연막과 비밀이 차례차례 드러나는 가운데, 더 강력한 힘이 필요한 드래곤과 라이더 원정대의 험난하고도 신비로운 대모험을 그리며 독자들의 아드레날린과 상상력을 자극한다. 곧 휘몰아칠 ‘폭풍’을 견딜 준비가 되었다면, 지금 바로 들어가보자.

*《오닉스 스톰》은 총 900쪽이 넘는 방대한 분량 문제로 두 권으로 나눠 출간됩니다. 또한 기존 시리즈의 사은품처럼 특별 일러스트 커버 및 투명 보드는 물론이고, 초판 한정 별책부록으로 제이든 시점의 미공개 에피소드를 다룬 ‘포스 윙 외전’을 제공합니다.
 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기",
94,장르소설,너의 유토피아,355499173,9791168342569,3810,정보라 지음,래빗홀,20250115,17500,15750,870점,19340,소설/시/희곡,"책소개
현대 세계 문학장에서 가장 매력적인 목소리를 내는 작가
정보라 두 번째 소설집 《너의 유토피아》

“분노하고 질문하며 멈춰 애도하고 다시 전진하는 인물들” 최진영(소설가)
“‘당신과 나를 위한 더 나은 세계’를 상상하도록 독려한다.” (《타임》 2024 올해의 책)

부커상과 전미도서상 최종 후보로 선정되었던 정보라의 두 번째 소설집 《너의 유토피아》가 2025년 1월 래빗홀에서 다시 출간되었다. 2021년 출간된 《그녀를 만나다》의 개정판인 이 책은 폐허의 오늘에서 더 나은 세계를 향해 가는 꾸준한 노력을 담아낸 〈너의 유토피아〉를 표제작으로 삼고, 새로운 순서와 장정, 더 정교히 다듬어진 문장으로 정비되어 독자를 만날 채비를 마쳤다. 안톤 허의 번역으로 지난해 영문판 Your Utopia가 미국, 영국, 인도, 호주에서 출간된 이래, 미국 시사 주간지 《타임》의 ‘2024 올해의 책’으로 선정되었고, 2025년 1월 발표된 필립 K. 딕상의 후보작으로도 이름을 올렸다. 휴고상, 네뷸러상과 함께 필립 K. 딕상은 세계 3대 SF 문학상으로 꼽히기도 한다. 한국인이 한국어로 쓴 소설이 3대 SF 문학상 중 하나에 후보로 오른 것은 처음이다.

이 책은 치졸하고 우스꽝스러운 세계의 모순을 들추어내면서도, 이 비루한 생을 버티고 서로를 보살피며 서툰 사랑을 배워가는 존재들을 보여준다. 그러다 벼락처럼 사랑을 잃는 순간 그 자리에 멈추어 애도하고 기억을 새기며 다시 앞으로 나아가는 남겨진 이들의 숙명을 이야기한다. “행동으로 애도하지 않는다면 나는 이런 상실을 어떻게 기억할 것인가”(p. 362)라는 작가의 말에서 알 수 있듯, 단지 상황을 수용하고 슬퍼하는 것에 그치는 것이 아니라 더 나은 세계를 요구하며 싸우고 외치는 굳은 의지가 담겼음 또한 읽어낼 수 있다. 소설가 최진영은 추천사에서 “씨앗처럼 가장 멀리 날아가 깊이 뿌리 내리고 사방으로 뻗어나갈 이야기”라고 이 책을 소개한다. 폭력과 억압의 시절에 조금씩 갉아먹히다가도 끝내 한꺼번에 되찾을 유토피아의 작은 씨앗 하나를 심어내는 정보라의 소설이 여기 있다.
 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기","목차
영생불사연구소
너의 유토피아
여행의 끝
아주 보통의 결혼
One More Kiss, Dear
그녀를 만나다
Maria, Gratia Plena
씨앗

초판 작가의 말 | 신판 작가의 말 | 추천의 말"
95,장르소설,티어문 제국 이야기 17,378067501,9791138441896,4830,"모치츠키 노조무 지음, Gilse 그림, 현노을 옮김",㈜소미미디어,20251119,11000,9900,550점,4070,소설/시/희곡,"책소개
국왕 암살 혐의로 연행되었던 오우라니아 왕녀가 사라졌다.
유괴인지 도망인지, 혹은 ‘뱀’의 함정인지.
그녀가 처형당하는 미래를 아는 미아는 가누도스 왕을 견제하며
바이더리언 족의 봉기를 저지하기 위해 원로회에 참석한다.
하지만 의원들은 환영을 넘어서…… 문제를 고스란히 떠넘기는데?!
예지(叡智)의 이름 아래 무겁기 짝이 없는 기대를 짊어지게 된 소심 황녀는
저도 모르게 물어보았다――‘나라란 무엇인가?’ 방치되었던 문제에 국민들이 손을 뻗고
허무에 사로잡힌 부녀가 결별하려는 순간, 철부지였던 황녀의 깃발 아래에서 왕국이 다시 움직이기 시작한다!
“저희가 미래를 비추는 등불이 되겠어요!”
전직 어리바리 황녀(현직 스승)의 역사 개변 판타지 제17권!","목차
contents
제7부 빛나라! 황금 해파리 등대 Ⅲ
프롤로그
제1화 굶주린 미아와 메이드의 암약
제2화 메이드를 제어하는 자는 정보전을 제어한다
제3화 강철방패 아벨, 불길한 미래를 알다
제4화 쿠키에는 쿠키를
제5화 진정한 평화란 지금 이 순간 단두대에 서지 않음만이 아니고……
제6화 그렇다면 네가 해보든가
제7화 씹을수록 맛이 우러나는 황녀 전하
제8화 오우라니아는 혼란에 빠졌다
제9화 선크랜드의 왕자들
제10화 까마귀의 흔적을 추적하며……
제11화 미아 황녀, 다시 움직이다!
제12화 소심 프린세스의 참맛
제13화 늙은 동생과 고손녀와 제일 어린 패티
제14화 미아 황녀, 원로회로 향하다
제15화 전날 밤의 전투 : 시온과 키스우드
제16화 왕이 부재한 원로회 회의
제17화 그는 검이 아니다
제18화 예지가 물었다. 나라란 무엇인가?
제19화 충성스러운 팔이 가로막다
제20화 벨, 할아버지에게 감탄하다!
제21화 신뢰할 수 있는 사람들
제22화 샘솟는 불안
제23화 치밀어 오르는 불안을 삼키고
제24화 끌려간 두 사람
제25화 키스우드, 신명 나게 씨앗(위험)을 뿌리다!
제26화 황야에 길을
제27화 미아 황녀, 연출도 철저하게
제28화 충성의 증표인 갑옷을 두르고
제29화 착착, 철썩철썩……
제30화 무력한 왕의 회고
제31화 추적자들
제32화 패티와 제나이다
제33화 제국의 예지(소심)을 갖지 못한 자의 불행
제34화 손녀의 환호! 아벨은 살짝 긴장이 풀렸다
제35화 혼돈과 합리성
제36화 무너지는 등대, 무너지는 미아
제37화 미아 황녀, 멀쩡한 선물을 골라버리다
제38화 해파리는 생각한다…… 최악은 무엇인가?
제39화 미아 황녀, 스리슬쩍 의문을 제시하다
제40화 복에 겨운 상심
제41화 미아의 근심. 쉬면서 일하면 되잖아!
제42화 할머니와 손녀의 아이콘텍트
제43화 그리고 그녀는 걸어간다
제44화 불과 물, 바람과 흙, 지혜와 생명
제45화 때가 오면 책략이 되리
제46화 그 의미를 생각하며……
제47화 빛나라! 바다와 달의 황금 등대!

그 등불은 아직도 꺼지지 않고 ~케이크 등대와 영원한 수수께끼~
그 등불은 아직도 꺼지지 않고 ~환상의 등대를 올려다보며~
그 등불은 아직도 꺼지지 않고 ~미아 황녀, 오파츠와 맞닥뜨리다!~
그 등불은 아직도 꺼지지 않고 ~영광의 출항은 예지의 인도와 함께~
미아의 가누도스 항만국, 복기 일기 ~가누도스 디저트 셀렉션 겨울호~
후기
권말 보너스 4컷 만화
권말 보너스 만화판 제41화
펼쳐보기"
96,장르소설,가라앉는 프랜시스,369870621,9791173322440,3830,"마쓰이에 마사시 지음, 김춘미 옮김",비채,20250825,17000,15300,850점,7060,소설/시/희곡,"책소개
《여름은 오래 그곳에 남아》의 마쓰이에 마사시
오감을 깨우는 섬세한 연애소설

“사람의 오감이 필요에 의해 발달했다면
거꾸로, 쓰지 않으면 잃어버릴 수도 있겠지요.
삶의 생생한 여러 감각을 언어로 붙잡아 표현하고 싶었습니다.
오감이 가장 섬세하게 살아있는 때가
연애의 순간이지 않을까, 라고 생각해서
연애소설을 쓰게 되었습니다.” _마쓰이에 마사시┃출간 기념 인터뷰에서

2012년, 걸출한 데뷔작 《여름은 오래 그곳에 남아》로 일본 문단에 화려하게 등장한 마쓰이에 마사시. 이듬해에 발표한 두 번째 소설 《가라앉는 프랜시스》는 홋카이도의 작은 마을에서 우연히 마주친 남녀가 나누는, 쉽게 설명할 수 없는 사랑의 결을 세심히 짚어낸 작품이다. 살며 사랑하고 고뇌하는 사람들과 그 모습을 때로는 응원하듯 때로는 격노하듯 지켜보는 대자연의 풍광이 세련된 필치로 펼쳐진다. 결정인 채 흩날리는 눈, 언 땅 아래로 흐르는 물, 밀밭을 쓰다듬는 바람, 목조가옥 안 나무의 촉감, 청량한 공기와 햇볕의 냄새…… 태고의 기억을 그대로 간직한 땅 홋카이도를 배경으로, 온 감각을 기분 좋게 일깨우는 어른의 연애가 그려진다.

《여름은 오래 그곳에 남아》의 일에 대한 정중함과 자연 예찬, 《우아한지 어떤지 모르는》의 일상 회복과 여백, 《우리는 모두 집으로 돌아간다》의 다정한 관조와 시간에 대한 경외 등 작가 마쓰이에 마사시의 세계가 고스란히 스며 있다.
 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기",
97,장르소설,이상한 집 2,358522227,9791192738482,3830,"우케쓰 지음, 김은모 옮김",리드비,20250226,18000,16200,900점,9630,소설/시/희곡,"책소개
MD 한마디
자세히 보면 볼수록 섬뜩한 '이상한 집'
2022년 추리 베스트셀러 『이상한 집』이 한층 정교하고 섬뜩한 트릭으로 돌아왔다. 수많은 제보 중 가장 기묘한 11개의 평면도를 엄선한 작가가, 그 안에 숨겨진 소름 끼치는 진실을 추적한다. 움직이는 벽, 사라져버린 방 등 평면도 속 감춰진 트릭을 밝혀내는 긴장감 넘치는 미스터리.
2025.03.04.
소설/시 PD 김유리
더욱 정교하고 섬뜩해진 ‘이상한 집 시리즈’ 2탄 출간

11채의 이상한 집, 11개의 기묘한 평면도
모든 것이 연결되는 순간 끔찍한 비밀이 드러난다!

『이상한 집 2』 일본 종합 베스트셀러 1위(2024)
『이상한 집』 일본 문고 베스트셀러 1위(2024)
사상 최초, 일본 베스트셀러 2관왕

시리즈 누적 255만 부 돌파!
‘이상한 집’ 신드롬!

평면도만으로 독자들을 충격에 빠트린 『이상한 집』. 그 두 번째 이야기 『이상한 집 2 ― 11개의 평면도』가 리드비에서 출간된다.

‘이상한 집 시리즈’는 인기 호러 콘텐츠 크리에이터이자 현재 일본에서 가장 주목받는 작가 우케쓰의 대표작이다. 온라인 커뮤니티를 떠들썩하게 만든 유튜브 영상 ‘이상한 집’에서 시작된 소설 『이상한 집』(2021)은 베스트셀러는 물론 영화, 코믹스로도 제작되며 선풍적인 인기를 끌었다.

2023년 출간된 후속작 『이상한 집 2 ― 11개의 평면도』는 2024년 일본 종합 베스트셀러 1위를 차지했으며, 문고본으로 발매된 『이상한 집』 또한 그해 베스트셀러 1위에 올랐다. ‘이상한 집 시리즈’는 누적 255만 부를 돌파했으며, 일본 출판 역사상 최초로 문고와 단행본 두 부문을 석권하는 대기록을 달성했다.

『이상한 집 2 ― 11개의 평면도』에는 부제처럼 모두 11채의 이상한 집이 등장한다. 다양한 평면도와 등장인물, 한층 더 커진 스케일 그리고 더 섬뜩한 공포와 미스터리까지. 우케쓰는 첫 페이지에서 독자들에게 “꼭 추리하면서 읽어 보길 바란다.”라고 도전장을 내민다.
 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기","목차
자료① 갈 곳 없는 복도
자료② 어둠을 키우는 집
자료③ 숲속의 물레방앗간
자료④ 쥐덫의 집
자료⑤ 거기 있었던 사고 물건
자료⑥ 재생의 성역
자료⑦ 아저씨네 집
자료⑧ 방을 잇는 실 전화기
자료⑨ 살인 현장으로 향하는 발소리
자료⑩ 달아날 수 없는 연립주택
자료⑪ 딱 한 번 나타난 방
구리하라의 추리"
98,장르소설,저주토끼,314843468,9791168340947,3810,정보라 지음,래빗홀,20230413,16800,15120,840점,15160,소설/시/희곡,"책소개
2022년 부커상 인터내셔널 최종 후보 선정작
정보라 소설집 『저주토끼』 전면 개정판 출간

표제작 〈저주토끼〉의 최초 창작 버전 복원
문장과 표현 등 작품 전반에 걸쳐 수정 보완 작업

2022년 한국 소설장에서 최고의 화제작 중 하나였던 소설가 정보라의 호러/SF/판타지 소설집 『저주토끼』가 래빗홀에서 전면 개정판을 선보인다. ‘만두 파동 사건’에서 영감을 받아 쓰인 표제작 〈저주토끼〉는 날카로운 분노를 생생하게 살리고 어디에도 기댈 곳 없는 사람들의 맥락이 선명히 드러나기를 바라는 작가의 뜻을 충실히 반영하여 결말 부분 일부를 최초 창작 버전으로 복원하였다. 또한 수록작 전반에 걸쳐 외국어 표기, 인물 간 대사와 말투, 그리고 일부 혼재되었던 명칭이나 부정확한 표현 등을 수정 보완했다.

정보라의 소설은 ‘예쁘지 않다’. 수록작 10편은 각각 거친, 미친, 기기괴괴한 면면을 가지고 있다. 욕망하고 배반하며, 어리석은 선택을 하고, 타인에게 살의를 보이는 악다구니들이지만 저마다의 사연을 따라가다 보면 묘한 쾌감과 위로에 가닿게 된다. 『저주토끼』는 냉혹한 현실과 기괴한 환상을 자유자재로 겹쳐, 독자들을 익숙한 일상 속 낯선 공간으로 초대한다.

 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기","목차
저주토끼
머리
차가운 손가락
몸하다
안녕, 내 사랑
덫
흉터
즐거운 나의 집
바람과 모래의 지배자
재회

작가의 말"
99,장르소설,13.67,308365566,9791160078572,3820,"찬호께이 지음, 강초아 옮김",한즈미디어(한스미디어),20230111,19000,17100,950점,9143,소설/시/희곡,"책소개
중국어권 최고의 추리소설 작가
찬호께이의 대표작 『13·67』
10쇄 기념 전면 개정판 출간!

2015년 추리소설의 불모지로 여겨졌던 중국, 그것도 홍콩에서 날아와 한국 독자들을 놀라게 한 걸작 추리소설이자 찬호께이의 대표작. 찬호께이는 홍콩 작가로서 『기억하지 않음, 형사』(한스미디어 출간)로 ‘제2회 시마다 소지 상’을 수상한 데 이어, 2014년에는 ‘2015 타이베이 국제 도서전’에서 대상을 수상한 『13·67』을 내놓아 결정적으로 국적을 넘어 세계에 이름을 떨치는 작가로 자리잡았다.

『13·67』은 홍콩을 배경으로 1967년도부터 2013년까지의 여섯 개 사건을 역순으로 펼쳐놓는 장편소설이다. 2020년대에 읽어도 참신한 순서의 구성에 더해 혼수상태에서조차 명추리를 자랑하는 경찰 고문 관전둬가 독자의 마음을 강렬하게 사로잡는다. 또한 어떤 혼란한 시대라 할지라도 시민을 최우선으로 보호해야 마땅한 경찰의 의무에 대해 깊이 파고듦으로써 독자들에게도 시대를 초월한 울림을 남긴다.

『13·67』은 본격추리 소설과 사회파 추리소설을 절묘하게 결합한 끝에 이제는 추리소설 장르의 필독서, 고전으로 평가받는 작품이다. 2015년 국내 첫 출간 당시 독자들의 입소문을 등에 업고 베스트셀러에 올랐으며, 2023년 10쇄를 기념해 작품상 몇몇 오류를 수정하고 본문 전체를 한층 다듬어 개정판이 출간되었다.
 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기","목차
추천의 말 · 4
1장 흑과 백 사이의 진실 · 9
2장 죄수의 도의 · 113
3장 가장 긴 하루 · 237
4장 테미스의 천칭 · 355
5장 빌려온 공간 · 473
6장 빌려온 시간 · 581
작가의 말 · 672
옮긴이의 말 · 676"
100,장르소설,데뷔 못 하면 죽는 병 걸림 4부 초판 양장본 세트 - 전4권,370359962,9791141538149,4810,백덕수 지음,위시북스(KW북스),20251208,78000,70200,"3,900점",5420,소설/시/희곡,"책소개
4년차 공시생,
낯선 몸에 빙의해 3년 전으로 돌아왔다.

그리고 그의 눈앞에 나타난 갑작스러운 상태창의 협박!

[돌발!]
[상태이상 : '데뷔가 아니면 죽음을' 발생!]

돌연사 위협 때문에
팔자에도 없던 아이돌에 도전하게 된
주인공의 대환장 일지.

※특이사항 : 빙의 전 아이돌 데이터 찍어다 팔았었음","목차
11권 (369화 ~ 403(1)화 수록)

Chapter 28
Chapter 29
Chapter 30

12권 (403(2)화 ~ 439(1)화 수록)

Chapter 31
Chapter 32
Chapter 33

13권 (439(2)화 ~ 474화 수록)

Chapter 34
Chapter 35
Chapter 36


Chapter 37
Chapter 38
Chapter 39
펼쳐보기"
101,장르소설,해리 포터와 마법사의 돌 2 (무선),351447933,9791193790410,4840,"J.K. 롤링 지음, 강동혁 옮김",문학수첩,20241120,12500,11250,620점,7041,소설/시/희곡,"책소개
해리 포터 세대의, 해리 포터 세대를 위한, 해리 포터 세대에 의한 새 번역!
‘21세기 대표 아이콘’에 걸맞은 완성도 높은 작품으로 재탄생하다!

1997년 영국에서 출간된 이래 《해리 포터》 시리즈는 지금까지 200개국 이상 80개의 언어로 번역되고 출간되어 5억 부 이상을 판매했다. 국내에서도 1999년 《해리 포터와 마법사의 돌》의 출간을 필두로 지금까지 약 1,500만 부가 판매되었으며, 현재에도 독자들에게 변함없는 사랑을 받고 있다. 이 시리즈는 여덟 편의 영화로도 제작되어 전 세계 곳곳에서 흥행을 거두었고, 영화와 관련된 새로운 도서가 출간되고 테마 파크가 조성되는 등 놀라운 기현상을 빚어냈다.

뿐만 아니라 《해리 포터》 시리즈에서 또 다른 작품들이 문화상품으로 파생되어 지금도 꾸준히 독자들을 만나고 있다. ‘해리 포터’의 다음 세대인 자녀들의 이야기를 다룬 《해리 포터와 저주 받은 아이》는 시나리오로 출간된 이후 연극으로 만들어져 영국을 시작으로 미국, 호주, 독일, 캐나다 등 세계 곳곳에서 열띤 호응을 얻으며 공연 중이고, 《해리 포터》의 세계관이 확장된 《신비한 동물 사전》 시리즈는 계속해서 영화로 제작되고 있다. 이제 《해리 포터》는 소설이라는 단순한 문학 장르에 머무르지 않고 ‘21세기를 대표하는 시대의 아이콘’으로 불리며 일종의 사회문화 현상으로 받아들여지고 있다.

이번에 출간하는 《해리 포터》 시리즈는 지난 2019년에 새로운 번역을 선보인 버전이다. 7권 《해리 포터와 죽음의 성물》로 완간된 기존의 《해리 포터》 시리즈는 빈틈없는 소설적 구성과 생생한 캐릭터 그리고 마법 세계를 정교하게 묘사하며 풍부한 상상력이 돋보이면서도 정밀한 세계관을 구축해 나갔다. 하지만 지금까지 출간된 책들은 J.K. 롤링이 펼쳐 나가는 판타지 세계의 규모가 어느 정도이며 그 속에 어떠한 소설적 장치를 심어 놓았는지 알 수 없는 상태에서 번역 작업이 이루어졌다. 또한 1~7편 모두 완결성을 갖추었지만, 시리즈의 특성상 편과 편을 이어 주며 작품 전체를 관통하는 서사의 개연성과 완결성은 마지막 편이 출간된 이후에나 파악할 수밖에 없었다. 그러다 보니 작가가 어느 장면에 복선을 깔아 두었고, 어느 장면이 작가가 창조한 세계관을 이해하는 중요한 역할을 하는지 의미를 파악하며 번역하기에는 한계가 있었다.

이 《해리 포터》 시리즈에는 J.K. 롤링이 작품 속에 이룩해놓은 문학적 성취가 완벽하게 구현되어 있다. 복선과 반전을 선사하는 문학적 장치들을 보다 정교하고 세련되게 다듬었으며, 인물들 사이의 관계나 그들의 숨겨진 비밀 그리고 성격이 도드라지는 말투의 미세한 뉘앙스까지 점검했다. 《해리 포터》의 세계에 처음 발을 들여놓는 독자는 물론, 그동안 《해리 포터》의 세계를 즐겨 찾아왔던 독자 모두에게 완성도 높은 만족과 감동을 선사할 것이다.
 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기",
102,장르소설,빛의 조각들,376284549,9791169085366,3810,연여름 지음,오리지널스,20251107,17000,15300,850점,1810,소설/시/희곡,"책소개
2025 부산국제영화제 스토리마켓 공식 선정작

각자의 이유로 우리는 모두 불완전하다
그럼에도 마침내 끌어안고 말 자기만의 생(生)에 관하여

원한다면 누구든 우주를 유영할 수 있는 어느 미래, 인간은 신체의 원하는 부위를 자유롭게 기계로 강화한 ‘인핸서’와 타고난 신체를 그대로 가지고 살아가는 ‘오가닉’으로 나뉜다. 다만 순수한 신체를 통해 만들어진 작품만이 예술로 평가받기에 화가, 음악가 등 예술가만큼은 반드시 오가닉이어야 한다. 1등급의 대기에서도 선천성 폐질환으로 인해 산소 헬멧 없이는 외출조차 할 수 없는 천재 화가 ‘소카’ 또한 그 이유로 불완전한 자신의 신체를 자조하며 살아간다. 그런 소카의 저택에 불의의 사고로 흑백증을 앓게 된 ‘뤽셀레’가 인핸서 수술비를 마련하기 위해 청소부로 들어오게 된다. 각자의 이유로 불완전한 신체를, 역시나 각자의 이유로 경멸하고 그로 인해 자신의 삶조차 잃어버린 소카와 뤽셀레는 언젠가부터 시작된 ‘질문 주고받기’ 게임을 통해 회피하던 진실을 하나씩 맞닥뜨리게 된다.
 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기","목차
이 책을 먼저 읽은 독자들의 찬사
소카의 저택
청소부 뤽셀레
마리안이라는 손님
유일한 바깥으로
거부할 수 없는 제안
유르가의 경고
두 번째 손님
그냥 조금 멀리
1월 4일
각자의 망설임
불청객들
날카로운 파편
회색의 시간
단순한 문제
간조
에필로그
작가의 말
물거품 씨에 대하여
펼쳐보기"
